-45 19 19 1 1.02932
-30 3.75 32 0.342327 -0.892564
-15 3.75 30 0.353553 1.30928
15 2.25 30 0.273861 1.2519
30 5 30 0.408248 -0.956349
45 23 24 0.978945 1.02922
90 0 26 0
0 0 40 0
