0.0 0.4444444444444444 0.7931034482758621 1.0
5.0 0.5555555555555556 0.8620689655172413 0.875
10.0 0.6666666666666666 0.9655172413793104 0.625
15.0 0.6666666666666666 1.0 0.25
20.0 0.7777777777777778 0.4827586206896552 0.125
25.0 1.0 0.3793103448275862 0.125
30.0 0.6666666666666666 0.13793103448275862 0.125
35.0 0.5555555555555556 6.896551724137931e-2 0.16666666666666666
40.0 0.3333333333333333 3.4482758620689655e-2 8.333333333333333e-2
45.0 0.2222222222222222 3.4482758620689655e-2 4.1666666666666664e-2


